cgpa,package,total
-0.10487844805545256,0.3201261905326786,0.2777355212213629
0.33604735798236174,0.6790715964805176,1.371451323861907
-0.0539212365178584,0.6026678336546084,0.7744931328277939
0.6107918418916073,-0.014463532272242534,0.8275298687505662
-0.28794729315672246,-0.8677196017342824,-0.8302908733709898
-0.26314528641399454,-1.40308874845216,-0.9855333192759074
-1.9154897302491212,,-1.8534952108117206
0.8052700274807868,0.5538567357957535,1.9772511738635674
,,-3.2311841462419646
-0.45125807825070874,-0.8677196017342824,-0.943265514311128
1.0404241971843085,0.6642507215301028,2.773451516982277
-0.0639070628631498,-0.17366203704529679,-0.22132688604409984
0.5254717154342611,0.47585954946813214,1.3006534114400283
0.21459341344278984,0.28801976613077007,0.5731415558597095
-0.15857237636328045,-2.8601713588403603,-1.0893798540264332
,,-2.8410596830427055
-0.0539212365178584,-0.029290200914149547,-0.08135866808621625
0.37561919480403383,-0.2829663310445559,0.20943777523406376
0.23712657042548854,0.20883521638001623,0.4998434770032517
-0.1476004689564562,-0.10691195653726666,-0.23861946242810084
-1.6381334206963798,,-1.8209284064806865
-1.4212368960171327,-1.40308874845216,-1.5127483103298847
-0.5771256196320452,-0.5456351637750555,-0.8590163516036365
0.23712657042548854,0.6642507215301028,1.2106356506437006
0.8052700274807868,0.47585954946813214,1.8466975093173625
,,-2.7018597303045
-5.107467062363049,,-2.0962552510783854
0.13559008193922722,0.5370421663994233,0.8561510526541871
0.29484484030953967,0.3201261905326786,0.7202195315702378
0.7127512235548273,0.8290657499391126,2.330772135857857
-0.034243845442042176,0.10992488707328223,0.0825300660107009
-0.9363707905820755,-0.496782144590054,-0.9994663875591321
0.2807245768329508,0.47585954946813214,0.9334858283845788
-0.12601132947036728,-0.20878585630806604,-0.30682613196888076
-2.9351234940647357,-0.2638989839373404,-1.1788247203786288
,-1.7526927135983013,-1.8583001729053321
0.9278839523080088,1.0895572337206543,3.5021091614508597
0.34275236786826835,0.39126022468638877,0.8876631445434775
1.1770098792450203,0.9081596532963941,3.7244124880082934
-0.10487844805545256,-0.5709868184042061,-0.5345983915105785
-4.169114786038296,-1.0999965280325512,-1.6516618158460243
0.48572599390730126,-0.4277054725608207,0.2773579975527775
,,-3.447718874710563
0.6005165175202146,0.6105763097657864,1.6645525628412203
-2.052288849848605,,-1.9448541312718577
,0.3201261905326786,-0.7107925870048453
0.931599456725522,0.9482917774326579,3.1198627212239236
1.01686540839204,1.2089939233949512,4.1146280276540725
1.2334196099588612,1.1231420245437183,4.507448028063457
1.1415705993197953,0.763660433172227,3.2778007043389645
0.8302045429242066,0.9594683705281067,2.9040962579750023
-0.6831518563752553,-0.8337573319916839,-1.0605632993472671
-0.13674763897686973,0.12283707748557063,0.0028904946212752747
0.7578765252226328,0.4484473731583536,1.6996195336068336
,-0.47322241363496154,-1.4651026488273624
-0.46615198994816515,,-1.9100736077283103
-0.07399361258783609,0.12283707748557063,0.05937781509134395
0.42605764818846964,0.37144725272055357,0.9810404134405815
,,-2.479465327300546
,,-3.4432003598390164
-0.9606775943680067,,-1.937262555521601
1.1110471838608813,1.0343908251008915,3.850929455680564
0.29484484030953967,-0.12318643180394734,0.22701679884013032
0.4503538670253981,0.7770882056608576,1.7439967634550997
,,-3.7625269106163968
-0.6112337269795847,-0.17366203704529679,-0.616738129334583
0.42605764818846964,-0.014463532272242534,0.5168496061651864
0.2518714494702536,-0.0908981039781375,0.19954140382477303
,-2.8601713588403603,-2.0779079622526413
0.3691316799622685,0.4010214212774697,0.9398273209175461
0.552924432997604,0.6415992295249392,1.6378454330455414
0.8585301460920194,0.9139923669733813,2.8539504300379006
-0.1476004689564562,0.4937255787485568,0.5011846366670603
-0.024548470433668007,0.3409717281682507,0.38206387396950064
-0.0539212365178584,0.19699336892972932,0.16524269827883747
1.0569184495790573,1.2002962223495999,4.198590743139499
-0.48127108838836263,,-1.527827167501373
0.159953253180158,0.0001465141423128251,0.17360253924877153
0.46819632073355977,0.4937255787485568,1.2355198027779584
-1.8535226712952733,,-2.00364624740096
,,-2.536720912990293
0.8585301460920194,0.5370421663994233,2.070628442760671
,,-4.707823577882603
,,-4.281382060700441
0.4563367939787697,-0.40570106272299994,0.24479119322174314
0.7081246437051046,0.5866607395530079,1.8281548497160713
,,-4.337869381170509
-0.7809953692111092,-0.5209103566587684,-0.9480704764047403
0.10215410706148453,-0.6793551451542809,-0.38550206736308257
-1.3105975007546435,,-1.9777073828249583
0.6158901800394847,0.8963911613046791,2.3020466576252114
-0.21531374525805233,0.10992488707328223,-0.07751734198782803
,-1.8401054059380253,-1.938708009514436
-0.42211966338932766,-0.36309363170897935,-0.6488231156680061
0.10215410706148453,-0.8337573319916839,-0.45803188099986347
-3.1301874076367198,-0.2638989839373404,-1.1882392737903067
0.5029536640536524,0.7903380594889191,1.857739669614916
-0.45125807825070874,0.29883684870832905,-0.014883899760336994
0.6409991141546262,0.9760024762674406,2.552202902866587
-0.313380118154722,0.5621591717615282,0.4854285907224151
,,-4.1208528347043
0.049805667438947564,0.0001465141423128251,0.05121334489695537
0.4622841382999906,0.7292803276119202,1.6612841311869637
-0.37994468658937897,-0.30240432049102733,-0.5770615672509033
-1.6877892263604748,,-1.9899085498932814
-0.9855899689109903,-0.9028759807086016,-1.2213789725654736
0.5420336161708282,0.5785600705744768,1.5029686244033358
0.5474938507473384,0.9312891211898082,2.2666932396375303
0.7490128993459281,0.7431745277480436,2.2175110476956528
,,-2.571306065758295
0.9128823266579185,0.9538956884282642,3.0872959168928875
-0.0539212365178584,-2.450263245942545,-0.9662223944549386
,,-2.7271214061073437
0.8219619263217511,1.0135510144046835,3.0303267784252066
1.07314505035552,0.39126022468638877,2.4034062438236634
0.1106184927495109,-0.014463532272242534,0.10260925605134706
0.32250094060053003,-0.19106974426802192,0.20665116157741859
0.3156582900700187,-0.7083870610213682,-0.13640053456345075
,,-3.5044926424026976
-0.6287342003423895,0.02874142976982254,-0.43757516729063184
,,-3.201885773565187
,,-2.800041961295217
-2.128413051267187,,-1.8817388710467555
0.27358896616989054,0.20883521638001623,0.5469162440616424
,-0.8677196017342824,-1.6022842531286003
-0.22705885875478635,0.14817179748709292,-0.04341400721743796
0.6310310671547761,0.4010214212774697,1.372896777854742
0.24452618613394406,0.1606024602067548,0.45123417950550526
-0.3527848860505098,-1.3457574922455378,-1.0369292304302984
-0.8894609217261265,,-2.025066597105415
,-1.40308874845216,-1.8422576797386214
-2.210813175891284,-0.9393135079547149,-1.4994924308198185
0.17587173567475065,-0.2829663310445559,-0.05416972029292538
-1.8535226712952733,-0.8677196017342824,-1.4234077383067156
,,-2.581775331611717
0.12733531213780686,0.17288049685282222,0.3245218410576881
0.6209626569291972,0.8290657499391126,2.1518956210359725
0.16794416885364646,-2.041847063709962,-0.6873406709809162
0.6209626569291972,0.19699336892972932,1.0784543792116204
-0.2509712100812559,0.23210634835470517,0.03929862505069842
-0.0639070628631498,0.05654135618529281,-0.0037374451337583436
,,-4.137858963866234
-1.5024411970118767,-1.8401054059380253,-1.6186131935173784
,,-2.2774365615593046
-2.052288849848605,-1.5286668350148178,-1.6547348767247352
,,-2.4033806347874433
0.4321872678570629,0.457668509736961,1.121008631398465
0.7925656776859624,0.6790715964805176,2.1811029172662297
-1.0642824177135597,-0.496782144590054,-1.0465391546175227
-1.7400401550111873,-0.4277054725608207,-1.1724832278456616
0.30183090092547643,0.10992488707328223,0.4685267558895062
0.6360275108484047,0.8904545679807182,2.3251989085445683
0.07632239303639012,-0.24518840847372708,-0.13813243577835133
-0.014946193820261062,0.12283707748557063,0.11586513556141348
0.3087684948936726,0.17288049685282222,0.5504711229379644
-0.6831518563752553,-0.5709868184042061,-0.9300096348010618
-4.169114786038296,0.05654135618529281,-0.9263636794782191
0.9608367352199961,0.9426562855590632,3.1806731857899933
0.11901183354323733,-0.10691195653726666,0.02498803309888832
0.2518714494702536,0.39126022468638877,0.7652739501916614
,-1.0573411728403037,-2.032567096409152
1.0370924463463276,0.8416487052284443,3.1411919944818583
1.079562676745876,0.783735077242673,3.1330275242874697
0.762279049748211,0.9426562855590632,2.7099455152060843
0.9204112703156996,0.8844825209374026,2.932053470987971
0.7265039016087516,0.6262080675152242,1.9383428769995659
0.9389893053534948,0.5621591717615282,2.3118519525879817
1.1564898910156098,1.0944246723370774,4.16621930958401
-1.3105975007546435,-0.20878585630806604,-0.9187721037279625
0.6703205989655755,0.7431745277480436,2.057463639697124
-0.0639070628631498,-1.2401032131089358,-0.7725534696836324
-0.26314528641399454,-1.0164311049034103,-0.8694856174570584
0.26640207241193525,-0.014463532272242534,0.29090032428491075
0.04080817036957568,0.5454847918992602,0.7670969278530827
-1.0919522339504077,0.28801976613077007,-0.3306555716613953
0.08500731773233751,0.6567570899140225,1.0172531730944592
0.7355683894016934,0.6492068795359839,2.00068987200499
0.12733531213780686,0.04273799435549676,0.17946221378412686
-1.4212368960171327,-0.5209103566587684,-1.1646052048733377
0.7666622769773788,0.8290657499391126,2.4437467767979966
,,-2.384837975186153
0.23712657042548854,-0.5209103566587684,-0.13841888300041688
0.605667377434218,0.18500960995558172,1.0357047562492296
-1.0373576510754547,0.23210634835470517,-0.3843562784748197
0.5849028103343612,0.5199400249679587,1.4767433126052687
-1.1798751638236917,-1.6723105571461432,-1.5048702873575626
0.2878096310942812,0.10992488707328223,0.4496976490661494
0.7173564967027704,0.9312891211898082,2.5867880556345884
-1.4212368960171327,-0.5969979340923569,-1.2081230930554065
0.23712657042548854,0.5285276556433378,0.9640342842786469
0.7796978482579007,0.7362515585855589,2.2689069588500446
,,-3.821227950298979
0.6107918418916073,0.6790715964805176,1.8139353342107811
-0.0639070628631498,-1.5286668350148178,-0.8450832833204126
,-0.9771291000959661,-1.6646312481340257
0.18373695015849079,0.29883684870832905,0.5499893049403533
0.46819632073355977,0.8724303539309752,1.989829864600476
-1.3105975007546435,-3.566767237806869,-1.7020940910051925
